customer_id,customer_type,first_name,last_name,company_name,nationality,document_type,document_id,birth_year,gender,residence_country,residence_department,residence_locality,primary_branch_id,registration_year,customer_status,closing_year,employment_status,monthly_income,business_sector,company_size,foundation_year,annual_revenue
C0000768,INDIVIDUAL,Leonardo,Rodríguez Olivera,,URUGUAY,CI,CI4440389,1995,MALE,URUGUAY,Colonia,Carmelo,031,2021,ACTIVE,,EMPLOYED,37761.19,,,,
C0000769,INDIVIDUAL,Laura,Romero,,ARGENTINA,PASSPORT,PAO4714913,1994,FEMALE,URUGUAY,Rivera,Rivera,022,2015,CLOSED,2017,SELF_EMPLOYED,52826.77,,,,
C0000770,INDIVIDUAL,Leandro,Torres,,URUGUAY,CI,CI5698941,1995,MALE,URUGUAY,Colonia,Carmelo,031,2017,ACTIVE,,EMPLOYED,156819.18,,,,
C0000771,INDIVIDUAL,Washington,Cabrera Fernández,,URUGUAY,CI,CI1146537,1944,MALE,URUGUAY,Montevideo,Montevideo,002,1992,CLOSED,2008,RETIRED,20159.2,,,,
C0000772,INDIVIDUAL,María José,García,,URUGUAY,CI,CI4912302,1997,FEMALE,URUGUAY,Montevideo,Montevideo,026,2024,ACTIVE,,OTHER,23576.44,,,,
C0000773,INDIVIDUAL,Leonardo,Suárez Pérez,,URUGUAY,CI,CI3098493,1978,MALE,URUGUAY,Montevideo,Montevideo,023,2011,ACTIVE,,EMPLOYED,63123.46,,,,
C0000774,INDIVIDUAL,José,Suárez,,URUGUAY,CI,CI3050039,1989,MALE,URUGUAY,Treinta y Tres,Treinta y Tres,001,2014,ACTIVE,,EMPLOYED,54128.43,,,,
C0000775,INDIVIDUAL,Alberto,Fernández,,URUGUAY,CI,CI2614394,1949,MALE,URUGUAY,Tacuarembó,Tacuarembó,024,2013,ACTIVE,,RETIRED,82944.9,,,,
C0000776,INDIVIDUAL,Sergio,Fernández,,URUGUAY,CI,CI2448988,1961,MALE,URUGUAY,Montevideo,Montevideo,001,1980,ACTIVE,,OTHER,72315.47,,,,
C0000777,INDIVIDUAL,Isabella,Torres,,ARGENTINA,PASSPORT,PWP1321635,1979,FEMALE,URUGUAY,Colonia,Nueva Helvecia,029,2023,ACTIVE,,EMPLOYED,53124.73,,,,
C0000778,INDIVIDUAL,Mariana,Moreira,,URUGUAY,CI,CI4915080,2000,FEMALE,URUGUAY,Montevideo,Montevideo,017,2024,ACTIVE,,EMPLOYED,60049.09,,,,
C0000779,INDIVIDUAL,Eduardo,Silva,,URUGUAY,CI,CI2732219,1978,MALE,URUGUAY,Canelones,Ciudad de la Costa,006,2012,ACTIVE,,OTHER,36183.31,,,,
C0000780,BUSINESS,,,Campos Suárez,,RUT,RUT19883955559,,,URUGUAY,Soriano,Mercedes,034,2018,ACTIVE,,,,AGRICULTURE,MICRO,2015,3256550.93
C0000781,INDIVIDUAL,Rodrigo,González,,URUGUAY,CI,CI3846117,1997,MALE,URUGUAY,Tacuarembó,San Gregorio de Polanco,024,2022,ACTIVE,,EMPLOYED,44875.46,,,,
C0000782,INDIVIDUAL,Romina,López,,URUGUAY,CI,CI4939514,1992,FEMALE,URUGUAY,Canelones,Sauce,019,2018,ACTIVE,,EMPLOYED,78160.36,,,,
C0000783,INDIVIDUAL,Ana,Cabrera,,URUGUAY,CI,CI3543016,1969,FEMALE,URUGUAY,Artigas,Artigas,006,1996,CLOSED,2022,EMPLOYED,73815.88,,,,
C0000784,INDIVIDUAL,Samantha,Ramírez,,VENEZUELA,PASSPORT,PGW7131929,2000,FEMALE,URUGUAY,Artigas,Artigas,017,2018,ACTIVE,,SELF_EMPLOYED,132776.61,,,,
C0000785,INDIVIDUAL,Gabriela,Álvarez Techera,,URUGUAY,CI,CI4417209,1983,FEMALE,URUGUAY,Maldonado,San Carlos,005,2020,ACTIVE,,EMPLOYED,78781.18,,,,
C0000786,INDIVIDUAL,Laura,López,,URUGUAY,CI,CI3232604,1980,FEMALE,URUGUAY,San José,San José de Mayo,030,2024,ACTIVE,,EMPLOYED,106533.54,,,,
C0000787,INDIVIDUAL,José,Díaz Martínez,,URUGUAY,CI,CI2997015,1939,MALE,URUGUAY,Flores,Trinidad,034,2018,CLOSED,2026,RETIRED,70179.56,,,,
C0000788,INDIVIDUAL,Roberto,Ramos García,,URUGUAY,CI,CI1749157,1942,MALE,ARGENTINA,,,003,1977,CLOSED,1977,EMPLOYED,89063.62,,,,
C0000789,INDIVIDUAL,Juan,Gómez,,URUGUAY,CI,CI4056262,2001,MALE,URUGUAY,Cerro Largo,Isidoro Noblía,011,2023,ACTIVE,,UNEMPLOYED,21867.16,,,,
C0000790,INDIVIDUAL,Simón,Viera,,URUGUAY,CI,CI3687640,1999,MALE,URUGUAY,Flores,Ismael Cortinas,033,2022,ACTIVE,,EMPLOYED,105060.91,,,,
C0000791,BUSINESS,,,Mercado Santos,,RUT,RUT85687271540,,,URUGUAY,Canelones,La Paz,023,2023,ACTIVE,,,,COMMERCE,MICRO,1997,23920157.9
C0000792,INDIVIDUAL,Oscar,García,,URUGUAY,CI,CI4804998,1999,MALE,URUGUAY,Maldonado,Maldonado,018,2020,ACTIVE,,EMPLOYED,88602.28,,,,
C0000793,BUSINESS,,,Comercial Almeida,,RUT,RUT11651332424,,,URUGUAY,Maldonado,Punta del Este,015,2024,ACTIVE,,,,COMMERCE,MICRO,2018,4196436.88
C0000794,BUSINESS,,,Establecimiento Oliveira,,RUT,RUT11741264906,,,URUGUAY,Treinta y Tres,Treinta y Tres,006,2004,ACTIVE,,,,AGRICULTURE,MICRO,1978,10073844.89
C0000795,INDIVIDUAL,Roberto,Cardozo,,URUGUAY,CI,CI2860527,1983,MALE,ARGENTINA,,,007,2012,ACTIVE,,SELF_EMPLOYED,149811.27,,,,
C0000796,INDIVIDUAL,Verónica,Méndez,,URUGUAY,CI,CI4170601,1986,FEMALE,URUGUAY,Lavalleja,Minas,003,2026,ACTIVE,,RETIRED,38665.44,,,,
C0000797,INDIVIDUAL,Carolina,Bentancur,,URUGUAY,CI,CI2705176,1985,FEMALE,URUGUAY,Maldonado,Piriápolis,014,2011,CLOSED,2025,EMPLOYED,65727.83,,,,
C0000798,INDIVIDUAL,José,Techera Acosta,,URUGUAY,CI,CI2744251,1964,MALE,URUGUAY,Montevideo,Montevideo,025,2024,ACTIVE,,EMPLOYED,47702.93,,,,
C0000799,INDIVIDUAL,Daniel,Barrios,,URUGUAY,CI,CI4574982,1970,MALE,URUGUAY,Maldonado,Punta del Este,002,1992,ACTIVE,,EMPLOYED,70565.66,,,,
C0000800,INDIVIDUAL,Verónica,López,,URUGUAY,CI,CI2807096,1964,FEMALE,URUGUAY,Montevideo,Montevideo,019,2022,ACTIVE,,SELF_EMPLOYED,144143.32,,,,
C0000801,INDIVIDUAL,Gonzalo,Techera,,URUGUAY,CI,CI4604413,1996,MALE,URUGUAY,Soriano,Dolores,031,2017,ACTIVE,,EMPLOYED,20592.56,,,,
C0000802,INDIVIDUAL,Cecilia,González,,VENEZUELA,FOREIGN_ID,FFW83769631,1950,FEMALE,URUGUAY,Rivera,Tranqueras,022,2023,ACTIVE,,RETIRED,42831.7,,,,
C0000803,INDIVIDUAL,Alejandro,Díaz,,ARGENTINA,FOREIGN_ID,FBN40422271,1968,MALE,OTHER,,,005,1986,CLOSED,1999,EMPLOYED,41799.71,,,,
C0000804,INDIVIDUAL,Alicia,González,,URUGUAY,CI,CI3382345,1965,FEMALE,URUGUAY,Montevideo,Montevideo,012,1994,CLOSED,2011,RETIRED,33999.9,,,,
C0000805,INDIVIDUAL,Franco,Fernández,,URUGUAY,CI,CI4772110,1995,MALE,URUGUAY,Canelones,Ciudad de la Costa,028,2025,ACTIVE,,EMPLOYED,70880.32,,,,
C0000806,INDIVIDUAL,Carlos,Machado Silva,,URUGUAY,CI,CI4283797,1982,MALE,URUGUAY,Maldonado,Punta del Este,015,2020,ACTIVE,,EMPLOYED,71905.22,,,,
C0000807,INDIVIDUAL,Norma,Cardozo Cabrera,,URUGUAY,CI,CI2404995,1954,FEMALE,URUGUAY,Montevideo,Montevideo,026,2025,ACTIVE,,RETIRED,44208.48,,,,
C0000808,INDIVIDUAL,Adriana,Méndez,,URUGUAY,CI,CI3662476,1965,FEMALE,URUGUAY,Montevideo,Montevideo,027,2022,ACTIVE,,RETIRED,44605.07,,,,
C0000809,BUSINESS,,,Manufacturas Florida,,RUT,RUT67113614963,,,URUGUAY,Florida,Florida,019,2023,ACTIVE,,,,INDUSTRY,LARGE,2003,104613243.82
C0000810,INDIVIDUAL,Agustina,González,,URUGUAY,CI,CI3664617,1997,FEMALE,URUGUAY,Canelones,Ciudad de la Costa,028,2023,ACTIVE,,UNEMPLOYED,51097.38,,,,
C0000811,INDIVIDUAL,Rubén,Pérez,,URUGUAY,CI,CI2142628,1953,MALE,URUGUAY,Colonia,Carmelo,001,1993,CLOSED,2020,RETIRED,67421.25,,,,
C0000812,INDIVIDUAL,Catalina,Gómez,,URUGUAY,CI,CI5166339,2004,FEMALE,URUGUAY,Florida,Florida,029,2025,ACTIVE,,STUDENT,12120.44,,,,
C0000813,INDIVIDUAL,Roberto,Cabrera,,URUGUAY,CI,CI2096720,1961,MALE,URUGUAY,Canelones,Las Piedras,018,2022,ACTIVE,,RETIRED,55977.3,,,,
C0000814,INDIVIDUAL,Nélida,Fernández Ramos,,URUGUAY,CI,CI2976918,1951,FEMALE,URUGUAY,Canelones,Santa Lucía,018,2006,CLOSED,2011,RETIRED,32518.84,,,,
C0000815,INDIVIDUAL,Gabriela,González,,ARGENTINA,PASSPORT,PDB3505972,1970,FEMALE,URUGUAY,Artigas,Artigas,036,2021,ACTIVE,,OTHER,92664.13,,,,
C0000816,INDIVIDUAL,Daniela,Moreira,,URUGUAY,CI,CI1776890,1962,FEMALE,URUGUAY,Cerro Largo,Fraile Muerto,010,2009,ACTIVE,,EMPLOYED,134590.78,,,,
C0000817,INDIVIDUAL,Jimena,Olivera,,URUGUAY,CI,CI3711999,1985,FEMALE,URUGUAY,Montevideo,Montevideo,026,2018,CLOSED,2025,EMPLOYED,101195.22,,,,
C0000818,INDIVIDUAL,Natalia,Rodríguez,,URUGUAY,CI,CI1901494,1960,FEMALE,URUGUAY,Colonia,Nueva Palmira,027,2023,ACTIVE,,EMPLOYED,39349.42,,,,
C0000819,INDIVIDUAL,Gabriela,González Bentancur,,URUGUAY,CI,CI5331134,1990,FEMALE,URUGUAY,Maldonado,Solís,015,2023,ACTIVE,,EMPLOYED,60397.49,,,,
C0000820,INDIVIDUAL,Susana,Sosa,,URUGUAY,CI,CI4289320,1964,FEMALE,URUGUAY,Paysandú,Guichón,017,2006,CLOSED,2017,RETIRED,38095.39,,,,
C0000821,INDIVIDUAL,Salvador,Olivera,,URUGUAY,CI,CI3241952,1952,MALE,URUGUAY,Canelones,Santa Lucía,018,2013,ACTIVE,,RETIRED,36663.71,,,,
C0000822,INDIVIDUAL,Luis,Cabrera,,URUGUAY,CI,CI3718790,1973,MALE,URUGUAY,Montevideo,Montevideo,002,1996,ACTIVE,,EMPLOYED,20336.71,,,,
C0000823,INDIVIDUAL,Juan,Torres,,URUGUAY,CI,CI5750457,1998,MALE,URUGUAY,Montevideo,Montevideo,037,2022,ACTIVE,,UNEMPLOYED,86832.8,,,,
C0000824,INDIVIDUAL,Catalina,Machado,,URUGUAY,CI,CI4812129,1986,FEMALE,URUGUAY,Montevideo,Montevideo,025,2026,ACTIVE,,SELF_EMPLOYED,68388.1,,,,
C0000825,INDIVIDUAL,Juan,López,,URUGUAY,CI,CI1949442,1943,MALE,URUGUAY,Maldonado,San Carlos,021,2016,ACTIVE,,OTHER,27229.75,,,,
C0000826,INDIVIDUAL,Mónica,Castro,,URUGUAY,CI,CI4471418,1983,FEMALE,URUGUAY,Maldonado,Punta del Este,028,2017,CLOSED,2017,OTHER,26207.8,,,,
C0000827,INDIVIDUAL,Andrea,Méndez,,URUGUAY,CI,CI4227261,1973,FEMALE,URUGUAY,Canelones,Ciudad de la Costa,020,2014,ACTIVE,,EMPLOYED,87771.14,,,,
C0000828,INDIVIDUAL,Oscar,Bentancur,,URUGUAY,CI,CI5192475,1983,MALE,URUGUAY,Colonia,Nueva Helvecia,025,2021,CLOSED,2022,UNEMPLOYED,34877.27,,,,
C0000829,INDIVIDUAL,María Alejandra,Romero,,VENEZUELA,PASSPORT,PRT3450165,1983,FEMALE,URUGUAY,Montevideo,Montevideo,025,2015,ACTIVE,,EMPLOYED,48731.92,,,,
C0000830,INDIVIDUAL,Andrea,Torres,,URUGUAY,CI,CI2043528,1962,FEMALE,URUGUAY,Colonia,Colonia del Sacramento,009,1995,CLOSED,2007,EMPLOYED,58245.32,,,,
C0000831,INDIVIDUAL,Laura,Sosa,,URUGUAY,CI,CI1553025,1960,FEMALE,URUGUAY,Rivera,Minas de Corrales,002,2000,ACTIVE,,EMPLOYED,109872.38,,,,
C0000832,INDIVIDUAL,Laura,Moreira Gómez,,URUGUAY,CI,CI3301870,1970,FEMALE,URUGUAY,Soriano,Cardona,031,2019,CLOSED,2023,EMPLOYED,50515.14,,,,
C0000833,INDIVIDUAL,Gabriel,Cabrera,,URUGUAY,CI,CI3161641,1986,MALE,URUGUAY,Montevideo,Montevideo,018,2012,ACTIVE,,EMPLOYED,41623.21,,,,
C0000834,INDIVIDUAL,Christian,Torres,,URUGUAY,CI,CI3865320,1988,MALE,URUGUAY,Montevideo,Montevideo,025,2021,ACTIVE,,EMPLOYED,77673.48,,,,
C0000835,INDIVIDUAL,José,Cabrera,,URUGUAY,CI,CI5249017,1989,MALE,URUGUAY,Treinta y Tres,Vergara,002,2025,ACTIVE,,SELF_EMPLOYED,484396.16,,,,
C0000836,BUSINESS,,,Data Pereira,,RUT,RUT95301865729,,,URUGUAY,Montevideo,Montevideo,017,2025,ACTIVE,,,,TECHNOLOGY,MICRO,2018,714282.3
C0000837,INDIVIDUAL,Diego,García,,URUGUAY,CI,CI4382866,1976,MALE,URUGUAY,Tacuarembó,Tacuarembó,024,2022,CLOSED,2024,OTHER,116014.34,,,,
C0000838,INDIVIDUAL,Christian,García,,URUGUAY,CI,CI3920677,1984,MALE,URUGUAY,Canelones,Atlántida,018,2010,ACTIVE,,SELF_EMPLOYED,86012.96,,,,
C0000839,INDIVIDUAL,Mateo,Álvarez,,URUGUAY,CI,CI5305445,2002,MALE,URUGUAY,Artigas,Bella Unión,036,2025,ACTIVE,,STUDENT,12157.67,,,,
C0000840,INDIVIDUAL,Paulina,Olivera,,URUGUAY,CI,CI1742796,1976,FEMALE,URUGUAY,Maldonado,Aiguá,014,2002,ACTIVE,,EMPLOYED,102186.65,,,,
C0000841,INDIVIDUAL,Eduardo,García,,URUGUAY,CI,CI4759953,1975,MALE,URUGUAY,Montevideo,Montevideo,025,2020,ACTIVE,,EMPLOYED,71631.03,,,,
C0000842,BUSINESS,,,Mercado Gómez,,RUT,RUT77698910101,,,URUGUAY,San José,San José de Mayo,030,2024,ACTIVE,,,,COMMERCE,MICRO,2016,13096838.08
C0000843,INDIVIDUAL,Javier,Sosa,,URUGUAY,CI,CI4934234,1999,MALE,URUGUAY,San José,Ciudad del Plata,030,2020,CLOSED,2023,EMPLOYED,132812.89,,,,
C0000844,INDIVIDUAL,Nélida,González,,URUGUAY,CI,CI2119343,1950,FEMALE,URUGUAY,Montevideo,Montevideo,017,2016,ACTIVE,,RETIRED,35833.67,,,,
C0000845,INDIVIDUAL,Raúl,Martínez,,URUGUAY,CI,CI4632796,1968,MALE,URUGUAY,Colonia,Tarariras,014,1998,ACTIVE,,EMPLOYED,66075.36,,,,
C0000846,INDIVIDUAL,Lucía,Olivera,,URUGUAY,CI,CI3601893,2001,FEMALE,URUGUAY,Montevideo,Montevideo,037,2020,ACTIVE,,OTHER,24514.36,,,,
C0000847,INDIVIDUAL,José,Barrios,,URUGUAY,CI,CI1694287,1960,MALE,URUGUAY,Montevideo,Montevideo,025,2022,ACTIVE,,RETIRED,31051.34,,,,
C0000848,INDIVIDUAL,Carolina,Ruiz,,ARGENTINA,PASSPORT,PVE7137031,1995,FEMALE,URUGUAY,Montevideo,Montevideo,019,2020,CLOSED,2021,EMPLOYED,94582.14,,,,
C0000849,INDIVIDUAL,Paulina,Bentancur,,URUGUAY,CI,CI5034727,1999,FEMALE,URUGUAY,Montevideo,Montevideo,037,2023,ACTIVE,,OTHER,40015.66,,,,
C0000850,INDIVIDUAL,Natalia,Acosta González,,URUGUAY,CI,CI3125301,1971,FEMALE,URUGUAY,Flores,Trinidad,021,2016,ACTIVE,,EMPLOYED,64277.53,,,,
C0000851,INDIVIDUAL,Ana,Viera,,URUGUAY,CI,CI3554076,1958,FEMALE,URUGUAY,Florida,Florida,003,1976,ACTIVE,,RETIRED,30905.27,,,,
C0000852,INDIVIDUAL,Valentín,Fernández,,URUGUAY,CI,CI4602657,1996,MALE,URUGUAY,Canelones,Ciudad de la Costa,018,2017,CLOSED,2019,STUDENT,13639.44,,,,
C0000853,INDIVIDUAL,Ángel,Díaz,,URUGUAY,CI,CI2576969,1970,OTHER_OR_UNSPECIFIED,URUGUAY,Canelones,Ciudad de la Costa,018,2026,ACTIVE,,EMPLOYED,104809.86,,,,
C0000854,INDIVIDUAL,Leandro,Martínez,,URUGUAY,CI,CI4608102,1973,MALE,URUGUAY,Cerro Largo,Melo,005,2022,ACTIVE,,EMPLOYED,62836.46,,,,
C0000855,INDIVIDUAL,Leticia,Méndez,,URUGUAY,CI,CI2564780,1987,FEMALE,URUGUAY,Artigas,Artigas,024,2025,ACTIVE,,SELF_EMPLOYED,186744.41,,,,
C0000856,INDIVIDUAL,Laura,González,,URUGUAY,CI,CI3508653,1972,FEMALE,URUGUAY,Montevideo,Montevideo,018,2006,ACTIVE,,EMPLOYED,79906.54,,,,
C0000857,INDIVIDUAL,Fabián,Moreira,,URUGUAY,CI,CI5150933,2000,MALE,URUGUAY,Maldonado,Aiguá,014,2021,ACTIVE,,STUDENT,12237.45,,,,
C0000858,INDIVIDUAL,Beatriz,Ferreira,,URUGUAY,CI,CI3343545,1963,FEMALE,URUGUAY,Montevideo,Montevideo,017,2010,ACTIVE,,EMPLOYED,135489.74,,,,
C0000859,INDIVIDUAL,Leonardo,Pereira,,URUGUAY,CI,CI5834726,1992,MALE,URUGUAY,Durazno,Sarandí del Yí,021,2015,ACTIVE,,STUDENT,23858.83,,,,
C0000860,INDIVIDUAL,Teresa,Cardozo,,URUGUAY,CI,CI2410562,1953,FEMALE,URUGUAY,Río Negro,Fray Bentos,002,1978,CLOSED,1995,EMPLOYED,30321.98,,,,
C0000861,INDIVIDUAL,Andrés,Torres,,URUGUAY,CI,CI4095031,1983,MALE,URUGUAY,Soriano,Cardona,008,2006,ACTIVE,,EMPLOYED,141095.94,,,,
C0000862,INDIVIDUAL,Pilar,Pérez,,URUGUAY,CI,CI4893831,1984,FEMALE,URUGUAY,Colonia,Nueva Helvecia,031,2025,ACTIVE,,EMPLOYED,83731.13,,,,
C0000863,INDIVIDUAL,Lucía,Machado,,URUGUAY,CI,CI3233505,1956,FEMALE,URUGUAY,Canelones,La Paz,026,2025,ACTIVE,,SELF_EMPLOYED,284055.04,,,,
C0000864,INDIVIDUAL,Laura,Fernández,,URUGUAY,CI,CI5360717,1997,FEMALE,URUGUAY,Montevideo,Montevideo,019,2018,ACTIVE,,UNEMPLOYED,10883.96,,,,
C0000865,INDIVIDUAL,María,Ferreira Olivera,,URUGUAY,CI,CI2453396,1960,FEMALE,URUGUAY,Treinta y Tres,Treinta y Tres,001,2012,CLOSED,2020,EMPLOYED,82487.71,,,,
C0000866,INDIVIDUAL,Bautista,Olivera,,URUGUAY,CI,CI4513609,2005,MALE,URUGUAY,Rocha,Chuy,009,2025,ACTIVE,,EMPLOYED,44475.48,,,,
C0000867,INDIVIDUAL,Noelia,Díaz,,ARGENTINA,PASSPORT,PUW4358972,1972,FEMALE,URUGUAY,Salto,Constitución,010,1996,ACTIVE,,EMPLOYED,153930.47,,,,
C0000868,INDIVIDUAL,Gladys,Pérez,,URUGUAY,CI,CI1065307,1959,FEMALE,URUGUAY,Montevideo,Montevideo,023,2014,ACTIVE,,EMPLOYED,42423.61,,,,
C0000869,INDIVIDUAL,Juan,Techera,,URUGUAY,CI,CI3790477,1979,MALE,URUGUAY,Montevideo,Montevideo,019,2006,CLOSED,2026,SELF_EMPLOYED,64027.45,,,,
C0000870,BUSINESS,,,Obras Silva,,RUT,RUT92864242649,,,URUGUAY,Montevideo,Montevideo,011,1990,ACTIVE,,,,CONSTRUCTION,MICRO,1961,6801977.66
C0000871,INDIVIDUAL,Verónica,Martínez,,URUGUAY,CI,CI2343762,1972,FEMALE,URUGUAY,Rocha,Cebollatí,016,2021,ACTIVE,,EMPLOYED,83513.45,,,,
C0000872,INDIVIDUAL,Claudia,Díaz Cardozo,,URUGUAY,CI,CI2902433,1985,FEMALE,URUGUAY,Durazno,Durazno,021,2014,CLOSED,2022,EMPLOYED,49411.7,,,,
C0000873,INDIVIDUAL,Alejandro,Pereira,,URUGUAY,CI,CI1626675,1959,MALE,URUGUAY,Paysandú,Quebracho,002,1998,ACTIVE,,RETIRED,29111.19,,,,
C0000874,INDIVIDUAL,Javier,Fernández,,URUGUAY,CI,CI4626830,1978,MALE,URUGUAY,Treinta y Tres,Treinta y Tres,012,1999,ACTIVE,,EMPLOYED,34000.73,,,,
C0000875,INDIVIDUAL,Beatriz,Silva,,URUGUAY,CI,CI2129849,1969,FEMALE,URUGUAY,Artigas,Artigas,006,2002,ACTIVE,,EMPLOYED,71745.83,,,,
C0000876,INDIVIDUAL,Daniel,Techera,,URUGUAY,CI,CI3151796,1976,MALE,URUGUAY,Montevideo,Montevideo,018,2007,ACTIVE,,EMPLOYED,54795.9,,,,
C0000877,BUSINESS,,,Restaurante Salto,,RUT,RUT79432615731,,,URUGUAY,Salto,Salto,018,2020,ACTIVE,,,,TOURISM_HOSPITALITY,MICRO,2013,6437334.5
C0000878,INDIVIDUAL,Matías,Cardozo Moreira,,URUGUAY,CI,CI5193424,1998,MALE,URUGUAY,Montevideo,Montevideo,025,2022,CLOSED,2023,EMPLOYED,72822.28,,,,
C0000879,INDIVIDUAL,Luis,Techera,,URUGUAY,CI,CI1983596,1975,MALE,URUGUAY,Canelones,Ciudad de la Costa,028,2024,ACTIVE,,EMPLOYED,37751.72,,,,
C0000880,INDIVIDUAL,Laura,Bentancur,,URUGUAY,CI,CI4602435,1999,FEMALE,URUGUAY,Colonia,Nueva Palmira,027,2024,ACTIVE,,STUDENT,14676.87,,,,
C0000881,INDIVIDUAL,Patricia,Olivera,,URUGUAY,CI,CI4208646,1999,FEMALE,URUGUAY,Montevideo,Montevideo,037,2024,ACTIVE,,EMPLOYED,28640.84,,,,
C0000882,BUSINESS,,,Asesores Ciudad de la Costa,,RUT,RUT43330628199,,,URUGUAY,Canelones,Ciudad de la Costa,005,1986,CLOSED,2025,,,PROFESSIONAL_SERVICES,MICRO,1977,3305495.23
C0000883,BUSINESS,,,Asesores González,,RUT,RUT90708417856,,,URUGUAY,Montevideo,Montevideo,002,1993,CLOSED,2021,,,PROFESSIONAL_SERVICES,MICRO,1983,2174304.64
C0000884,INDIVIDUAL,Adriana,Machado,,URUGUAY,CI,CI4641165,1980,FEMALE,URUGUAY,Montevideo,Montevideo,017,2018,ACTIVE,,EMPLOYED,87402.83,,,,
C0000885,INDIVIDUAL,Soledad,Castro,,URUGUAY,CI,CI4328102,1992,FEMALE,URUGUAY,Canelones,La Paz,020,2014,ACTIVE,,EMPLOYED,75124.44,,,,
C0000886,INDIVIDUAL,Gabriel,Chen Müller,,OTHER,FOREIGN_ID,FMC62959037,1977,MALE,URUGUAY,Salto,Salto,006,2011,CLOSED,2024,EMPLOYED,53892.12,,,,
C0000887,BUSINESS,,,Soluciones Oriental,,RUT,RUT10321507030,,,URUGUAY,Montevideo,Montevideo,019,2008,CLOSED,2019,,,OTHER_SERVICES,MICRO,1985,4894429.53
C0000888,INDIVIDUAL,Héctor,Techera Gómez,,URUGUAY,CI,CI1607118,1965,MALE,SPAIN,,,007,2022,ACTIVE,,RETIRED,30923.7,,,,
C0000889,INDIVIDUAL,Fernando,Machado,,URUGUAY,CI,CI4702393,1996,MALE,URUGUAY,Montevideo,Montevideo,019,2014,ACTIVE,,EMPLOYED,50534.62,,,,
C0000890,INDIVIDUAL,Carolina,Pérez,,URUGUAY,CI,CI5396761,2001,FEMALE,URUGUAY,Treinta y Tres,Santa Clara de Olimar,007,2024,CLOSED,2025,STUDENT,22171.16,,,,
C0000891,INDIVIDUAL,Carlos,Barrios,,URUGUAY,CI,CI4997325,2007,MALE,URUGUAY,Montevideo,Montevideo,026,2026,CLOSED,2026,EMPLOYED,101817.55,,,,
C0000892,INDIVIDUAL,Leticia,Cabrera,,URUGUAY,CI,CI2987310,1966,FEMALE,URUGUAY,Montevideo,Montevideo,002,1990,ACTIVE,,RETIRED,72033.18,,,,
C0000893,INDIVIDUAL,Rodrigo,Silva Olivera,,URUGUAY,CI,CI4600991,1979,MALE,URUGUAY,Canelones,Las Piedras,023,2019,ACTIVE,,EMPLOYED,76162.83,,,,
C0000894,INDIVIDUAL,Gabriela,Pereira López,,URUGUAY,CI,CI4559428,1996,FEMALE,URUGUAY,Artigas,Artigas,036,2020,ACTIVE,,EMPLOYED,97000.82,,,,
C0000895,INDIVIDUAL,Luiz,Santos Araújo,,BRAZIL,PASSPORT,PER1503413,1969,MALE,URUGUAY,Paysandú,Paysandú,017,2010,CLOSED,2016,EMPLOYED,95343.73,,,,
C0000896,INDIVIDUAL,Victoria,González,,URUGUAY,CI,CI4907277,2005,FEMALE,URUGUAY,Rivera,Rivera,022,2023,ACTIVE,,EMPLOYED,39315.02,,,,
C0000897,INDIVIDUAL,Enrique,Torres,,URUGUAY,CI,CI2506020,1962,MALE,URUGUAY,Montevideo,Montevideo,026,2023,ACTIVE,,EMPLOYED,80116.22,,,,
C0000898,INDIVIDUAL,Mateo,Méndez,,URUGUAY,CI,CI3075537,1976,MALE,URUGUAY,Tacuarembó,Tacuarembó,024,2017,CLOSED,2018,RETIRED,39067.12,,,,
C0000899,INDIVIDUAL,Luis,Ramírez,,VENEZUELA,CI,CI4323234,1986,MALE,URUGUAY,Montevideo,Montevideo,019,2026,ACTIVE,,EMPLOYED,200094.8,,,,
C0000900,INDIVIDUAL,Carlos,Díaz,,URUGUAY,CI,CI3451389,1979,MALE,URUGUAY,Treinta y Tres,Treinta y Tres,001,2024,ACTIVE,,EMPLOYED,61015.06,,,,
C0000901,BUSINESS,,,Instituto García,,RUT,RUT68757531954,,,URUGUAY,Montevideo,Montevideo,004,2016,ACTIVE,,,,HEALTH_EDUCATION,SMALL,2011,22757276.23
C0000902,INDIVIDUAL,Ana,Olivera Rodríguez,,URUGUAY,CI,CI3046717,1974,FEMALE,URUGUAY,Montevideo,Montevideo,008,1999,CLOSED,2011,SELF_EMPLOYED,456630.54,,,,
C0000903,INDIVIDUAL,Rosa,Martínez,,URUGUAY,CI,CI1932119,1975,FEMALE,URUGUAY,Treinta y Tres,Treinta y Tres,002,2012,ACTIVE,,EMPLOYED,56023.93,,,,
C0000904,INDIVIDUAL,Camila,Sosa Silva,,URUGUAY,CI,CI4050626,1994,FEMALE,URUGUAY,Cerro Largo,Arévalo,022,2019,ACTIVE,,EMPLOYED,36558.5,,,,
C0000905,INDIVIDUAL,Alberto,Fernández,,URUGUAY,CI,CI2997399,1981,MALE,URUGUAY,Montevideo,Montevideo,017,2014,ACTIVE,,EMPLOYED,65154.88,,,,
C0000906,INDIVIDUAL,Adriana,Torres,,URUGUAY,CI,CI5220900,2003,FEMALE,URUGUAY,Artigas,Artigas,036,2025,ACTIVE,,STUDENT,18604.53,,,,
