card_id,customer_id,product_id,linked_account_id,issue_year,card_status,closing_year,issue_channel
K0005853,C0012007,P009,A0007631,2017,CLOSED,2018,BRANCH
K0005854,C0012007,P009,A0007632,2017,CLOSED,2026,BRANCH
K0005855,C0012009,P009,A0007633,2020,ACTIVE,,DIGITAL
K0005856,C0012009,P009,A0007634,2020,CLOSED,2021,BRANCH
K0005857,C0012013,P009,A0007635,2011,CLOSED,2017,BRANCH
K0005858,C0012015,P009,A0007636,2014,CLOSED,2015,BRANCH
K0005859,C0012017,P009,A0007637,2005,CLOSED,2007,BRANCH
K0005860,C0012017,P009,A0007638,2007,CLOSED,2007,BRANCH
K0005861,C0012018,P009,A0007639,2009,CLOSED,2010,BRANCH
K0005862,C0012018,P009,A0007640,2005,CLOSED,2008,BRANCH
K0005863,C0012018,P009,A0007642,2005,CLOSED,2007,BRANCH
K0005864,C0012018,P009,A0007643,2013,CLOSED,2015,BRANCH
K0005865,C0012018,P009,A0007644,2004,CLOSED,2005,BRANCH
K0005866,C0012019,P009,A0007646,2018,CLOSED,2018,REMOTE_ASSISTED
K0005867,C0012020,P009,A0007648,2013,CLOSED,2014,BRANCH
K0005868,C0012020,P009,A0007650,2015,CLOSED,2016,BRANCH
K0005869,C0012020,P009,A0007651,2016,CLOSED,2016,BRANCH
K0005870,C0012021,P009,A0007652,1998,CLOSED,2002,BRANCH
K0005871,C0012024,P009,A0007654,2009,CLOSED,2009,BRANCH
K0005872,C0012031,P009,A0007656,2012,CLOSED,2021,BRANCH
K0005873,C0012038,P009,A0007658,2009,CLOSED,2022,BRANCH
K0005874,C0012039,P009,A0007660,2003,CLOSED,2007,BRANCH
K0005875,C0012044,P009,A0007661,2020,CLOSED,2024,BRANCH
K0005876,C0012044,P009,A0007662,2020,CLOSED,2021,BRANCH
K0005877,C0012046,P009,A0007663,2005,CLOSED,2014,REMOTE_ASSISTED
K0005878,C0012048,P009,A0007665,2020,CLOSED,2024,BRANCH
K0005879,C0012048,P009,A0007666,2019,CLOSED,2026,REMOTE_ASSISTED
K0005880,C0012052,P009,A0007667,2007,CLOSED,2024,BRANCH
K0005881,C0012054,P009,A0007668,2018,CLOSED,2025,REMOTE_ASSISTED
K0005882,C0012060,P009,A0007671,2007,ACTIVE,,BRANCH
K0005883,C0012062,P009,A0007672,2006,CLOSED,2008,BRANCH
K0005884,C0012062,P009,A0007673,2014,CLOSED,2015,BRANCH
K0005885,C0012062,P009,A0007676,2013,ACTIVE,,BRANCH
K0005886,C0012065,P009,A0007679,2013,ACTIVE,,BRANCH
K0005887,C0012065,P009,A0007680,2019,CLOSED,2024,BRANCH
K0005888,C0012065,P009,A0007682,2016,CLOSED,2017,BRANCH
K0005889,C0012071,P009,A0007684,2019,ACTIVE,,BRANCH
K0005890,C0012073,P009,A0007685,2019,ACTIVE,,DIGITAL
K0005891,C0012078,P009,A0007686,2020,ACTIVE,,REMOTE_ASSISTED
K0005892,C0012081,P009,A0007687,2012,CLOSED,2013,BRANCH
K0005893,C0012081,P009,A0007690,2011,CLOSED,2023,BRANCH
K0005894,C0012081,P009,A0007691,2012,CLOSED,2015,BRANCH
K0005895,C0012081,P009,A0007692,2018,CLOSED,2023,BRANCH
K0005896,C0012081,P009,A0007693,2014,CLOSED,2017,BRANCH
K0005897,C0012081,P009,A0007694,2016,CLOSED,2019,REMOTE_ASSISTED
K0005898,C0012081,P009,A0007695,2010,CLOSED,2017,BRANCH
K0005899,C0012083,P009,A0007697,2020,ACTIVE,,BRANCH
K0005900,C0012089,P009,A0007699,2007,CLOSED,2007,REMOTE_ASSISTED
K0005901,C0012091,P009,A0007700,2014,ACTIVE,,BRANCH
K0005902,C0012091,P009,A0007701,2015,CLOSED,2026,REMOTE_ASSISTED
K0005903,C0012091,P009,A0007702,2015,CLOSED,2023,DIGITAL
K0005904,C0012092,P009,A0007703,2002,CLOSED,2002,BRANCH
K0005905,C0012092,P009,A0007704,2002,CLOSED,2002,BRANCH
K0005906,C0012107,P009,A0007707,2007,CLOSED,2008,BRANCH
K0005907,C0012107,P009,A0007708,2006,CLOSED,2007,BRANCH
K0005908,C0012111,P009,A0007710,2020,ACTIVE,,DIGITAL
K0005909,C0012112,P009,A0007712,2019,ACTIVE,,DIGITAL
K0005910,C0012112,P009,A0007713,2020,ACTIVE,,REMOTE_ASSISTED
K0005911,C0012118,P009,A0007715,1997,CLOSED,2007,BRANCH
K0005912,C0012119,P009,A0007716,2020,CLOSED,2021,DIGITAL
K0005913,C0012120,P009,A0007718,2018,CLOSED,2025,BRANCH
K0005914,C0012121,P009,A0007720,1996,CLOSED,1996,BRANCH
K0005915,C0012121,P009,A0007721,1996,CLOSED,1997,BRANCH
K0005916,C0012121,P009,A0007722,1997,CLOSED,1998,BRANCH
K0005917,C0012121,P009,A0007725,1997,CLOSED,1997,BRANCH
K0005918,C0012125,P009,A0007726,2020,CLOSED,2024,DIGITAL
K0005919,C0012133,P009,A0007728,2003,CLOSED,2005,BRANCH
K0005920,C0012133,P009,A0007729,2005,CLOSED,2005,BRANCH
K0005921,C0012133,P009,A0007730,2005,CLOSED,2006,BRANCH
K0005922,C0012133,P009,A0007731,2004,CLOSED,2004,BRANCH
K0005923,C0012133,P009,A0007733,2002,CLOSED,2002,BRANCH
K0005924,C0012133,P009,A0007734,2004,CLOSED,2005,BRANCH
K0005925,C0012138,P009,A0007735,2018,CLOSED,2018,BRANCH
K0005926,C0012146,P009,A0007738,1996,CLOSED,2002,BRANCH
K0005927,C0012148,P009,A0007739,2019,ACTIVE,,BRANCH
K0005928,C0012148,P009,A0007740,2019,ACTIVE,,BRANCH
K0005929,C0012148,P009,A0007741,2018,CLOSED,2018,REMOTE_ASSISTED
K0005930,C0012148,P009,A0007742,2019,ACTIVE,,DIGITAL
K0005931,C0012148,P009,A0007743,2020,CLOSED,2025,BRANCH
K0005932,C0012150,P009,A0007744,2012,ACTIVE,,BRANCH
K0005933,C0012150,P009,A0007745,2010,ACTIVE,,BRANCH
K0005934,C0012153,P009,A0007746,2018,ACTIVE,,DIGITAL
K0005935,C0012159,P009,A0007747,2020,CLOSED,2026,REMOTE_ASSISTED
K0005936,C0012159,P009,A0007748,2020,ACTIVE,,BRANCH
K0005937,C0012159,P009,A0007749,2020,ACTIVE,,BRANCH
K0005938,C0012160,P009,A0007751,2008,CLOSED,2026,BRANCH
K0005939,C0012161,P009,A0007752,2013,CLOSED,2017,BRANCH
K0005940,C0012163,P009,A0007753,2019,ACTIVE,,BRANCH
K0005941,C0012166,P009,A0007755,2013,CLOSED,2024,BRANCH
K0005942,C0012166,P009,A0007756,2011,CLOSED,2021,BRANCH
K0005943,C0012166,P009,A0007757,2019,ACTIVE,,BRANCH
K0005944,C0012166,P009,A0007759,2010,ACTIVE,,BRANCH
K0005945,C0012168,P009,A0007760,2019,ACTIVE,,BRANCH
K0005946,C0012168,P009,A0007762,2019,ACTIVE,,BRANCH
K0005947,C0012171,P009,A0007763,1996,CLOSED,2025,BRANCH
K0005948,C0012171,P009,A0007765,2007,CLOSED,2013,BRANCH
K0005949,C0012171,P009,A0007767,1999,CLOSED,2014,BRANCH
K0005950,C0012171,P009,A0007769,2002,CLOSED,2010,BRANCH
K0005951,C0012181,P009,A0007770,2014,CLOSED,2022,BRANCH
K0005952,C0012181,P009,A0007771,2017,ACTIVE,,REMOTE_ASSISTED
K0005953,C0012181,P009,A0007773,2014,ACTIVE,,BRANCH
K0005954,C0012181,P009,A0007774,2011,CLOSED,2012,BRANCH
K0005955,C0012183,P009,A0007775,2019,ACTIVE,,BRANCH
K0005956,C0012185,P009,A0007776,2014,ACTIVE,,BRANCH
K0005957,C0012185,P009,A0007777,2010,CLOSED,2017,BRANCH
K0005958,C0012204,P009,A0007778,2019,CLOSED,2020,BRANCH
K0005959,C0012204,P009,A0007779,2020,ACTIVE,,BRANCH
K0005960,C0012208,P009,A0007781,2010,CLOSED,2013,BRANCH
K0005961,C0012208,P009,A0007782,2014,CLOSED,2016,BRANCH
K0005962,C0012208,P009,A0007783,2009,CLOSED,2013,BRANCH
K0005963,C0012210,P009,A0007785,2018,CLOSED,2019,BRANCH
K0005964,C0012210,P009,A0007786,2020,ACTIVE,,BRANCH
K0005965,C0012215,P009,A0007788,2019,CLOSED,2021,BRANCH
K0005966,C0012215,P009,A0007789,2019,CLOSED,2025,DIGITAL
K0005967,C0012215,P009,A0007790,2019,ACTIVE,,REMOTE_ASSISTED
K0005968,C0012217,P009,A0007791,2003,ACTIVE,,BRANCH
K0005969,C0012220,P009,A0007794,2011,CLOSED,2017,BRANCH
K0005970,C0012220,P009,A0007795,2007,CLOSED,2025,BRANCH
K0005971,C0012232,P009,A0007796,2019,CLOSED,2019,BRANCH
K0005972,C0012239,P009,A0007797,2016,CLOSED,2019,BRANCH
K0005973,C0012239,P009,A0007798,2017,ACTIVE,,BRANCH
K0005974,C0012239,P009,A0007799,2019,CLOSED,2022,DIGITAL
K0005975,C0012243,P009,A0007800,2020,CLOSED,2020,REMOTE_ASSISTED
K0005976,C0012243,P009,A0007801,2020,ACTIVE,,DIGITAL
K0005977,C0012244,P009,A0007802,2016,CLOSED,2021,REMOTE_ASSISTED
K0005978,C0012244,P009,A0007803,2019,CLOSED,2020,REMOTE_ASSISTED
K0005979,C0012245,P009,A0007804,2020,CLOSED,2023,DIGITAL
K0005980,C0012247,P009,A0007805,2007,CLOSED,2007,BRANCH
K0005981,C0012247,P009,A0007806,2009,CLOSED,2009,BRANCH
K0005982,C0012247,P009,A0007807,2008,CLOSED,2008,BRANCH
K0005983,C0012247,P009,A0007808,2007,CLOSED,2008,BRANCH
K0005984,C0012248,P009,A0007810,2018,ACTIVE,,BRANCH
K0005985,C0012252,P009,A0007814,2019,CLOSED,2026,REMOTE_ASSISTED
K0005986,C0012252,P009,A0007815,2020,ACTIVE,,REMOTE_ASSISTED
K0005987,C0012252,P009,A0007816,2017,ACTIVE,,BRANCH
K0005988,C0012254,P009,A0007817,2004,CLOSED,2008,BRANCH
K0005989,C0012254,P009,A0007820,2018,ACTIVE,,BRANCH
K0005990,C0012255,P009,A0007822,2018,ACTIVE,,DIGITAL
K0005991,C0012255,P009,A0007823,2019,ACTIVE,,BRANCH
K0005992,C0012258,P009,A0007825,2009,CLOSED,2011,BRANCH
K0005993,C0012258,P009,A0007826,2016,ACTIVE,,BRANCH
K0005994,C0012264,P009,A0007829,2018,CLOSED,2018,BRANCH
K0005995,C0012267,P009,A0007830,2020,CLOSED,2020,DIGITAL
K0005996,C0012272,P009,A0007831,2009,CLOSED,2022,BRANCH
K0005997,C0012272,P009,A0007832,2010,CLOSED,2022,BRANCH
K0005998,C0012272,P009,A0007833,2014,CLOSED,2022,REMOTE_ASSISTED
K0005999,C0012273,P009,A0007837,1996,CLOSED,1996,BRANCH
K0006000,C0012280,P009,A0007840,2006,CLOSED,2009,BRANCH
K0006001,C0012281,P009,A0007841,2008,CLOSED,2009,BRANCH
K0006002,C0012281,P009,A0007842,2005,CLOSED,2021,BRANCH
K0006003,C0012281,P009,A0007843,2009,CLOSED,2023,BRANCH
K0006004,C0012281,P009,A0007844,2010,CLOSED,2025,BRANCH
K0006005,C0012298,P009,A0007845,2013,ACTIVE,,DIGITAL
K0006006,C0012309,P009,A0007846,1998,CLOSED,2002,BRANCH
K0006007,C0012313,P009,A0007848,2014,CLOSED,2014,BRANCH
K0006008,C0012314,P009,A0007849,2004,CLOSED,2005,BRANCH
K0006009,C0012314,P009,A0007850,2010,CLOSED,2011,BRANCH
K0006010,C0012320,P009,A0007851,2019,CLOSED,2019,BRANCH
K0006011,C0012325,P009,A0007852,2016,ACTIVE,,BRANCH
K0006012,C0012326,P009,A0007854,2007,CLOSED,2008,BRANCH
K0006013,C0012326,P009,A0007855,2009,CLOSED,2009,BRANCH
K0006014,C0012326,P009,A0007856,2011,CLOSED,2011,BRANCH
K0006015,C0012332,P009,A0007857,2003,CLOSED,2006,BRANCH
K0006016,C0012332,P009,A0007858,1998,CLOSED,2001,BRANCH
K0006017,C0012332,P009,A0007859,2009,CLOSED,2013,BRANCH
K0006018,C0012343,P009,A0007860,2020,ACTIVE,,REMOTE_ASSISTED
K0006019,C0012345,P009,A0007861,2018,CLOSED,2025,BRANCH
K0006020,C0012348,P009,A0007862,2005,ACTIVE,,BRANCH
K0006021,C0012353,P009,A0007863,2020,CLOSED,2020,BRANCH
K0006022,C0012360,P009,A0007864,2017,CLOSED,2017,REMOTE_ASSISTED
K0006023,C0012367,P009,A0007868,2017,ACTIVE,,BRANCH
K0006024,C0012367,P009,A0007869,2019,CLOSED,2019,BRANCH
K0006025,C0012368,P009,A0007870,2016,CLOSED,2021,REMOTE_ASSISTED
K0006026,C0012368,P009,A0007871,2011,CLOSED,2014,BRANCH
K0006027,C0012370,P009,A0007875,2020,CLOSED,2020,BRANCH
K0006028,C0012370,P009,A0007876,2020,CLOSED,2020,DIGITAL
K0006029,C0012371,P009,A0007877,2020,CLOSED,2023,BRANCH
K0006030,C0012371,P009,A0007878,2020,CLOSED,2023,BRANCH
K0006031,C0012373,P009,A0007879,2013,CLOSED,2018,BRANCH
K0006032,C0012382,P009,A0007881,2007,CLOSED,2011,BRANCH
K0006033,C0012384,P009,A0007882,2010,CLOSED,2024,BRANCH
K0006034,C0012385,P009,A0007884,2018,CLOSED,2019,DIGITAL
K0006035,C0012385,P009,A0007885,2020,CLOSED,2026,DIGITAL
K0006036,C0012385,P009,A0007886,2019,CLOSED,2020,BRANCH
K0006037,C0012386,P009,A0007887,2015,ACTIVE,,BRANCH
K0006038,C0012387,P009,A0007888,2019,CLOSED,2020,BRANCH
K0006039,C0012387,P009,A0007889,2019,CLOSED,2019,BRANCH
K0006040,C0012395,P009,A0007890,2019,CLOSED,2022,REMOTE_ASSISTED
K0006041,C0012395,P009,A0007891,2020,ACTIVE,,DIGITAL
K0006042,C0012395,P009,A0007892,2019,ACTIVE,,BRANCH
K0006043,C0012409,P009,A0007894,2011,CLOSED,2012,BRANCH
K0006044,C0012411,P009,A0007895,1999,CLOSED,2025,BRANCH
K0006045,C0012419,P009,A0007897,2007,CLOSED,2022,BRANCH
K0006046,C0012419,P009,A0007898,2012,ACTIVE,,BRANCH
K0006047,C0012425,P009,A0007899,2015,CLOSED,2016,BRANCH
K0006048,C0012428,P009,A0007900,2015,ACTIVE,,BRANCH
K0006049,C0012429,P009,A0007901,2019,CLOSED,2026,BRANCH
K0006050,C0012429,P009,A0007902,2019,CLOSED,2026,DIGITAL
K0006051,C0012430,P009,A0007903,2000,CLOSED,2006,BRANCH
K0006052,C0012430,P009,A0007904,2005,CLOSED,2005,BRANCH
K0006053,C0012433,P009,A0007906,2008,CLOSED,2021,BRANCH
K0006054,C0012433,P009,A0007907,1997,CLOSED,2023,BRANCH
K0006055,C0012433,P009,A0007908,2002,CLOSED,2007,BRANCH
K0006056,C0012433,P009,A0007909,2002,CLOSED,2023,BRANCH
K0006057,C0012433,P009,A0007910,2005,CLOSED,2011,BRANCH
K0006058,C0012433,P009,A0007911,2011,CLOSED,2023,BRANCH
K0006059,C0012435,P009,A0007912,2002,CLOSED,2025,BRANCH
K0006060,C0012435,P009,A0007913,2000,CLOSED,2004,BRANCH
K0006061,C0012435,P009,A0007914,2013,ACTIVE,,BRANCH
K0006062,C0012438,P009,A0007915,1996,CLOSED,1999,BRANCH
K0006063,C0012438,P009,A0007916,2000,CLOSED,2003,BRANCH
K0006064,C0012438,P009,A0007917,1998,CLOSED,2000,BRANCH
K0006065,C0012438,P009,A0007918,1997,CLOSED,2000,BRANCH
K0006066,C0012438,P009,A0007919,2000,CLOSED,2001,BRANCH
K0006067,C0012438,P009,A0007920,1996,CLOSED,2000,BRANCH
K0006068,C0012441,P009,A0007921,2020,CLOSED,2021,REMOTE_ASSISTED
K0006069,C0012441,P009,A0007922,2020,CLOSED,2022,DIGITAL
K0006070,C0012443,P009,A0007923,2017,CLOSED,2018,BRANCH
K0006071,C0012443,P009,A0007924,2019,CLOSED,2019,BRANCH
K0006072,C0012444,P009,A0007925,2007,CLOSED,2011,BRANCH
K0006073,C0012450,P009,A0007926,2014,ACTIVE,,BRANCH
K0006074,C0012450,P009,A0007927,2017,CLOSED,2019,BRANCH
K0006075,C0012450,P009,A0007928,2015,CLOSED,2015,BRANCH
K0006076,C0012454,P009,A0007930,2011,CLOSED,2021,REMOTE_ASSISTED
K0006077,C0012454,P009,A0007931,2011,CLOSED,2021,BRANCH
K0006078,C0012455,P009,A0007932,2019,CLOSED,2019,BRANCH
K0006079,C0012455,P009,A0007933,2020,ACTIVE,,DIGITAL
K0006080,C0012455,P009,A0007934,2019,ACTIVE,,REMOTE_ASSISTED
K0006081,C0012455,P009,A0007935,2019,ACTIVE,,BRANCH
K0006082,C0012462,P009,A0007937,2017,CLOSED,2017,BRANCH
K0006083,C0012462,P009,A0007938,2018,CLOSED,2018,DIGITAL
K0006084,C0012462,P009,A0007939,2016,CLOSED,2016,REMOTE_ASSISTED
K0006085,C0012462,P009,A0007940,2018,CLOSED,2018,DIGITAL
K0006086,C0012462,P009,A0007941,2017,CLOSED,2017,BRANCH
K0006087,C0012465,P009,A0007942,2019,CLOSED,2021,DIGITAL
K0006088,C0012465,P009,A0007943,2017,CLOSED,2021,BRANCH
K0006089,C0012467,P009,A0007944,2017,CLOSED,2021,BRANCH
K0006090,C0012467,P009,A0007945,2016,CLOSED,2023,BRANCH
K0006091,C0012467,P009,A0007946,2019,ACTIVE,,BRANCH
K0006092,C0012469,P009,A0007947,2006,ACTIVE,,BRANCH
K0006093,C0012469,P009,A0007948,1997,ACTIVE,,BRANCH
K0006094,C0012470,P009,A0007949,2020,ACTIVE,,BRANCH
K0006095,C0012482,P009,A0007951,2010,CLOSED,2023,BRANCH
K0006096,C0012482,P009,A0007952,2017,CLOSED,2021,BRANCH
K0006097,C0012482,P009,A0007953,2008,CLOSED,2024,BRANCH
K0006098,C0012482,P009,A0007954,2012,CLOSED,2024,BRANCH
K0006099,C0012484,P009,A0007956,2013,CLOSED,2014,BRANCH
K0006100,C0012501,P009,A0007958,2014,CLOSED,2026,BRANCH
K0006101,C0012501,P009,A0007959,2018,CLOSED,2025,REMOTE_ASSISTED
K0006102,C0012514,P009,A0007961,2019,ACTIVE,,REMOTE_ASSISTED
K0006103,C0012514,P009,A0007963,2016,CLOSED,2023,BRANCH
K0006104,C0012514,P009,A0007964,2014,ACTIVE,,BRANCH
K0006105,C0012516,P009,A0007965,2019,ACTIVE,,BRANCH
K0006106,C0012516,P009,A0007966,2019,CLOSED,2023,BRANCH
K0006107,C0012517,P009,A0007967,2014,ACTIVE,,BRANCH
K0006108,C0012517,P009,A0007968,2018,ACTIVE,,BRANCH
K0006109,C0012519,P009,A0007971,2019,ACTIVE,,REMOTE_ASSISTED
K0006110,C0012524,P009,A0007972,2018,CLOSED,2019,DIGITAL
K0006111,C0012526,P009,A0007973,2020,ACTIVE,,BRANCH
K0006112,C0012531,P009,A0007975,1996,CLOSED,2008,BRANCH
K0006113,C0012534,P009,A0007976,2010,CLOSED,2013,BRANCH
K0006114,C0012536,P009,A0007977,2019,ACTIVE,,BRANCH
K0006115,C0012539,P009,A0007979,2016,ACTIVE,,BRANCH
K0006116,C0012544,P009,A0007981,1996,CLOSED,2003,BRANCH
K0006117,C0012544,P009,A0007982,2011,CLOSED,2022,BRANCH
K0006118,C0012544,P009,A0007983,2019,CLOSED,2026,BRANCH
K0006119,C0012544,P009,A0007984,2006,CLOSED,2026,BRANCH
K0006120,C0012544,P009,A0007985,1999,ACTIVE,,BRANCH
K0006121,C0012551,P009,A0007986,2019,ACTIVE,,BRANCH
K0006122,C0012552,P009,A0007988,2007,CLOSED,2011,BRANCH
K0006123,C0012552,P009,A0007989,2006,CLOSED,2012,DIGITAL
K0006124,C0012552,P009,A0007990,2007,CLOSED,2008,BRANCH
K0006125,C0012552,P009,A0007991,2010,CLOSED,2013,BRANCH
K0006126,C0012552,P009,A0007994,2009,CLOSED,2013,BRANCH
K0006127,C0012553,P009,A0007995,2000,CLOSED,2025,BRANCH
K0006128,C0012559,P009,A0007996,2015,CLOSED,2016,BRANCH
K0006129,C0012563,P009,A0007997,2012,CLOSED,2013,BRANCH
K0006130,C0012563,P009,A0007998,2019,CLOSED,2020,BRANCH
K0006131,C0012564,P009,A0007999,2011,CLOSED,2021,BRANCH
K0006132,C0012567,P009,A0008001,2020,CLOSED,2023,BRANCH
K0006133,C0012590,P009,A0008003,2018,ACTIVE,,BRANCH
K0006134,C0012604,P009,A0008004,2013,CLOSED,2016,BRANCH
K0006135,C0012604,P009,A0008005,2017,CLOSED,2019,BRANCH
K0006136,C0012606,P009,A0008006,2006,CLOSED,2011,BRANCH
K0006137,C0012606,P009,A0008007,2010,CLOSED,2011,BRANCH
K0006138,C0012606,P009,A0008008,2005,CLOSED,2006,BRANCH
K0006139,C0012611,P009,A0008009,1996,CLOSED,2012,BRANCH
K0006140,C0012611,P009,A0008010,2008,CLOSED,2009,BRANCH
K0006141,C0012611,P009,A0008011,2017,ACTIVE,,REMOTE_ASSISTED
K0006142,C0012617,P009,A0008013,2019,ACTIVE,,BRANCH
K0006143,C0012619,P009,A0008014,2018,CLOSED,2026,BRANCH
K0006144,C0012619,P009,A0008015,2019,CLOSED,2019,REMOTE_ASSISTED
K0006145,C0012620,P009,A0008016,2015,CLOSED,2019,BRANCH
K0006146,C0012620,P009,A0008018,2013,CLOSED,2022,BRANCH
K0006147,C0012620,P009,A0008019,2017,CLOSED,2023,BRANCH
K0006148,C0012620,P009,A0008020,2015,ACTIVE,,BRANCH
K0006149,C0012629,P009,A0008021,2010,CLOSED,2013,BRANCH
K0006150,C0012629,P009,A0008022,2011,CLOSED,2012,BRANCH
K0006151,C0012634,P009,A0008027,2016,CLOSED,2021,BRANCH
K0006152,C0012646,P009,A0008028,2019,CLOSED,2022,DIGITAL
K0006153,C0012646,P009,A0008029,2020,CLOSED,2022,REMOTE_ASSISTED
K0006154,C0012654,P009,A0008030,2020,CLOSED,2021,BRANCH
K0006155,C0012655,P009,A0008031,1996,ACTIVE,,BRANCH
K0006156,C0012655,P009,A0008032,2010,CLOSED,2013,BRANCH
K0006157,C0012656,P009,A0008035,2014,ACTIVE,,REMOTE_ASSISTED
K0006158,C0012656,P009,A0008036,2016,ACTIVE,,BRANCH
K0006159,C0012656,P009,A0008037,2017,CLOSED,2020,BRANCH
K0006160,C0012656,P009,A0008038,2020,ACTIVE,,DIGITAL
K0006161,C0012659,P009,A0008039,2013,CLOSED,2021,BRANCH
K0006162,C0012659,P009,A0008040,2020,CLOSED,2024,REMOTE_ASSISTED
K0006163,C0012659,P009,A0008041,2010,CLOSED,2022,BRANCH
K0006164,C0012659,P009,A0008042,2019,CLOSED,2021,BRANCH
K0006165,C0012663,P009,A0008043,2020,CLOSED,2020,DIGITAL
K0006166,C0012665,P009,A0008044,2006,CLOSED,2015,BRANCH
K0006167,C0012665,P009,A0008046,2016,CLOSED,2016,BRANCH
K0006168,C0012675,P009,A0008047,2018,ACTIVE,,DIGITAL
K0006169,C0012675,P009,A0008048,2020,ACTIVE,,BRANCH
K0006170,C0012675,P009,A0008051,2020,ACTIVE,,REMOTE_ASSISTED
K0006171,C0012681,P009,A0008052,2008,CLOSED,2023,BRANCH
K0006172,C0012681,P009,A0008053,2012,ACTIVE,,BRANCH
K0006173,C0012681,P009,A0008054,2009,ACTIVE,,BRANCH
K0006174,C0012682,P009,A0008055,2020,ACTIVE,,BRANCH
K0006175,C0012683,P009,A0008056,2008,CLOSED,2022,BRANCH
K0006176,C0012683,P009,A0008057,2016,CLOSED,2019,BRANCH
K0006177,C0012684,P009,A0008059,2016,CLOSED,2021,BRANCH
K0006178,C0012693,P009,A0008060,2003,CLOSED,2004,BRANCH
K0006179,C0012693,P009,A0008061,2003,CLOSED,2004,BRANCH
K0006180,C0012693,P009,A0008062,2004,CLOSED,2004,BRANCH
K0006181,C0012697,P009,A0008063,2012,CLOSED,2013,BRANCH
K0006182,C0012697,P009,A0008064,2013,CLOSED,2025,BRANCH
K0006183,C0012699,P009,A0008065,2020,CLOSED,2024,BRANCH
K0006184,C0012704,P009,A0008066,2014,CLOSED,2023,BRANCH
K0006185,C0012704,P009,A0008068,2018,ACTIVE,,REMOTE_ASSISTED
K0006186,C0012704,P009,A0008069,2018,CLOSED,2026,BRANCH
K0006187,C0012709,P009,A0008070,2018,CLOSED,2019,DIGITAL
K0006188,C0012709,P009,A0008071,2020,CLOSED,2020,REMOTE_ASSISTED
K0006189,C0012712,P009,A0008072,2010,CLOSED,2024,BRANCH
K0006190,C0012712,P009,A0008073,2013,CLOSED,2024,BRANCH
K0006191,C0012712,P009,A0008074,2013,CLOSED,2024,BRANCH
K0006192,C0012712,P009,A0008075,2013,CLOSED,2023,BRANCH
K0006193,C0012712,P009,A0008076,2016,CLOSED,2021,BRANCH
K0006194,C0012712,P009,A0008077,2019,CLOSED,2019,BRANCH
K0006195,C0012720,P009,A0008078,2005,CLOSED,2005,BRANCH
K0006196,C0012720,P009,A0008079,2006,CLOSED,2006,BRANCH
K0006197,C0012720,P009,A0008080,2005,CLOSED,2006,BRANCH
K0006198,C0012720,P009,A0008081,2004,CLOSED,2005,BRANCH
K0006199,C0012723,P009,A0008082,2012,CLOSED,2021,REMOTE_ASSISTED
K0006200,C0012723,P009,A0008083,2015,ACTIVE,,BRANCH
K0006201,C0012723,P009,A0008084,2019,CLOSED,2021,BRANCH
K0006202,C0012724,P009,A0008085,2005,CLOSED,2024,BRANCH
K0006203,C0012726,P009,A0008087,2018,CLOSED,2019,DIGITAL
K0006204,C0012726,P009,A0008088,2020,CLOSED,2022,DIGITAL
K0006205,C0012728,P009,A0008089,2012,ACTIVE,,BRANCH
K0006206,C0012731,P009,A0008090,2018,CLOSED,2023,BRANCH
K0006207,C0012738,P009,A0008091,2016,CLOSED,2019,BRANCH
K0006208,C0012738,P009,A0008092,2014,CLOSED,2025,BRANCH
K0006209,C0012744,P009,A0008093,2020,ACTIVE,,DIGITAL
K0006210,C0012746,P009,A0008094,2019,CLOSED,2019,BRANCH
K0006211,C0012749,P009,A0008095,2015,CLOSED,2026,BRANCH
K0006212,C0012749,P009,A0008096,2017,ACTIVE,,BRANCH
K0006213,C0012755,P009,A0008097,2018,CLOSED,2019,BRANCH
K0006214,C0012762,P009,A0008098,2020,ACTIVE,,BRANCH
K0006215,C0012768,P009,A0008101,2019,ACTIVE,,BRANCH
K0006216,C0012768,P009,A0008102,2019,ACTIVE,,REMOTE_ASSISTED
K0006217,C0012769,P009,A0008103,2015,CLOSED,2016,BRANCH
K0006218,C0012769,P009,A0008104,2018,CLOSED,2019,BRANCH
K0006219,C0012774,P009,A0008105,2012,CLOSED,2025,DIGITAL
K0006220,C0012774,P009,A0008106,2016,ACTIVE,,BRANCH
K0006221,C0012774,P009,A0008109,2010,CLOSED,2021,REMOTE_ASSISTED
K0006222,C0012774,P009,A0008110,2012,ACTIVE,,BRANCH
K0006223,C0012775,P009,A0008111,2012,CLOSED,2025,BRANCH
K0006224,C0012775,P009,A0008112,2013,CLOSED,2024,BRANCH
K0006225,C0012775,P009,A0008113,2016,CLOSED,2025,BRANCH
K0006226,C0012776,P009,A0008114,2017,ACTIVE,,REMOTE_ASSISTED
K0006227,C0012779,P009,A0008115,2000,CLOSED,2025,BRANCH
K0006228,C0012779,P009,A0008116,2006,CLOSED,2025,BRANCH
K0006229,C0012782,P009,A0008117,2003,CLOSED,2003,BRANCH
K0006230,C0012783,P009,A0008118,2009,CLOSED,2023,BRANCH
K0006231,C0012783,P009,A0008119,2015,CLOSED,2022,BRANCH
K0006232,C0012785,P009,A0008120,2016,CLOSED,2016,BRANCH
K0006233,C0012785,P009,A0008121,2016,CLOSED,2016,BRANCH
